date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:44:43	53269/53269	---M-Z	200	added ('OK')	text/css	etag:%22d015-6791bb19-4479b4722d18ac6f;gz%22	https://napabuds.com/wp-content/plugins/elementor/assets/css/frontend.min.css?ver=3.27.0	/storage/emulated/0/HTTrack/Websites/canna3/napabuds.com/wp-content/plugins/elementor/assets/css/frontend.minb175.css	(from https://napabuds.com/)
22:44:45	1167/1167	---M-Z	200	added ('OK')	text/css	etag:%2248f-6791bb3d-524b9ddde5e4a5fd;gz%22	https://napabuds.com/wp-content/uploads/elementor/css/post-1083.css?ver=1737603901	/storage/emulated/0/HTTrack/Websites/canna3/napabuds.com/wp-content/uploads/elementor/css/post-1083fd61.css	(from https://napabuds.com/)
22:44:47	600/600	---M-Z	200	added ('OK')	text/css	etag:%22258-6791bb1a-a3806ce31ba85721;gz%22	https://napabuds.com/wp-content/plugins/elementor/assets/css/widget-heading.min.css?ver=3.27.0	/storage/emulated/0/HTTrack/Websites/canna3/napabuds.com/wp-content/plugins/elementor/assets/css/widget-heading.minb175.css	(from https://napabuds.com/)
22:44:50	10310/10310	---M-Z	200	added ('OK')	text/css	etag:%222846-6791bb1a-2017d9484e178570;gz%22	https://napabuds.com/wp-content/plugins/elementor/assets/css/widget-icon-list.min.css?ver=3.27.0	/storage/emulated/0/HTTrack/Websites/canna3/napabuds.com/wp-content/plugins/elementor/assets/css/widget-icon-list.minb175.css	(from https://napabuds.com/)
22:44:51	16471/16471	---M-Z	200	added ('OK')	text/css	etag:%224057-6791bb22-2e5463cb067e5534;gz%22	https://napabuds.com/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min.css?ver=8.4.5	/storage/emulated/0/HTTrack/Websites/canna3/napabuds.com/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min94a4.css	(from https://napabuds.com/)
22:44:54	5486/5486	---M-Z	200	added ('OK')	text/css	etag:%22156e-6791bb19-62c704eac5350f3d;gz%22	https://napabuds.com/wp-content/plugins/elementor/assets/css/conditionals/e-swiper.min.css?ver=3.27.0	/storage/emulated/0/HTTrack/Websites/canna3/napabuds.com/wp-content/plugins/elementor/assets/css/conditionals/e-swiper.minb175.css	(from https://napabuds.com/)
22:44:56	704/704	---M-Z	200	added ('OK')	text/css	etag:%222c0-6791bb1a-f5a7dfc39be17867;gz%22	https://napabuds.com/wp-content/plugins/elementor/assets/css/widget-text-editor.min.css?ver=3.27.0	/storage/emulated/0/HTTrack/Websites/canna3/napabuds.com/wp-content/plugins/elementor/assets/css/widget-text-editor.minb175.css	(from https://napabuds.com/)
22:44:58	10071/10071	---M-Z	200	added ('OK')	text/css	etag:%222757-6791bb1a-3242176ad3e76864;gz%22	https://napabuds.com/wp-content/plugins/elementor/assets/css/widget-icon-box.min.css?ver=3.27.0	/storage/emulated/0/HTTrack/Websites/canna3/napabuds.com/wp-content/plugins/elementor/assets/css/widget-icon-box.minb175.css	(from https://napabuds.com/)
22:45:00	57615/57615	---M-Z	200	added ('OK')	text/css	etag:%22e10f-6791bb3d-90008459cb14389d;gz%22	https://napabuds.com/wp-content/uploads/elementor/css/post-1194.css?ver=1737603901	/storage/emulated/0/HTTrack/Websites/canna3/napabuds.com/wp-content/uploads/elementor/css/post-1194fd61.css	(from https://napabuds.com/)
22:45:02	87553/87553	---M-Z	200	added ('OK')	application/javascript	etag:%2215601-64ed85b8-4ff7e48206f96cfb;gz%22	https://napabuds.com/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	/storage/emulated/0/HTTrack/Websites/canna3/napabuds.com/wp-includes/js/jquery/jquery.minf43b.js	(from https://napabuds.com/)
22:45:03	13577/13577	---M-Z	200	added ('OK')	application/javascript	etag:%223509-64836d2c-5e1fa9a8d64ff8d8;gz%22	https://napabuds.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	/storage/emulated/0/HTTrack/Websites/canna3/napabuds.com/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://napabuds.com/)
22:45:05	9636/9636	---M-Z	200	added ('OK')	application/javascript	etag:%2225a4-65ceb9fa-b5c062c003250a2f;gz%22	https://napabuds.com/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min.js?ver=2.7.0-wc.8.6.0	/storage/emulated/0/HTTrack/Websites/canna3/napabuds.com/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.minc154.js	(from https://napabuds.com/)
22:45:08	3058/3058	---M-Z	200	added ('OK')	application/javascript	etag:%22bf2-65ceb9fa-3808e47dbaf3b4b9;gz%22	https://napabuds.com/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min.js?ver=8.6.0	/storage/emulated/0/HTTrack/Websites/canna3/napabuds.com/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.mindb31.js	(from https://napabuds.com/)
22:45:09	1845/1845	---M-Z	200	added ('OK')	application/javascript	etag:%22735-65ceb9fa-1968ef012d82bb78;gz%22	https://napabuds.com/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.min.js?ver=2.1.4-wc.8.6.0	/storage/emulated/0/HTTrack/Websites/canna3/napabuds.com/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.min305e.js	(from https://napabuds.com/)
22:45:11	2139/2139	---M-Z	200	added ('OK')	application/javascript	etag:%2285b-65ceb9fa-eb4220e087c1912;gz%22	https://napabuds.com/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.min.js?ver=8.6.0	/storage/emulated/0/HTTrack/Websites/canna3/napabuds.com/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.mindb31.js	(from https://napabuds.com/)
22:45:13	4384/4384	---M-Z	200	added ('OK')	application/javascript	etag:%221120-65f0d5ac-4d39eb06994e7e46;gz%22	https://napabuds.com/wp-content/plugins/easy-marijuana-age-verify/includes/assets/scripts.js?ver=1710282156	/storage/emulated/0/HTTrack/Websites/canna3/napabuds.com/wp-content/plugins/easy-marijuana-age-verify/includes/assets/scriptsebd3.js	(from https://napabuds.com/)
22:45:20	97524/97524	---MCZ	200	added ('OK')	application/json	date:Sat,%2025%20Jan%202025%2014:45:19%20GMT	https://napabuds.com/wp-json/wp/v2/pages/1194	/storage/emulated/0/HTTrack/Websites/canna3/napabuds.com/wp-json/wp/v2/pages/1194.json	(from https://napabuds.com/)
22:45:25	1386139/1386139	---MCZ	200	added ('OK')	application/json	date:Sat,%2025%20Jan%202025%2014:45:19%20GMT	https://napabuds.com/wp-json/	/storage/emulated/0/HTTrack/Websites/canna3/napabuds.com/wp-json/index.html	(from https://napabuds.com/)
22:45:25	786/786	---M-Z	200	added ('OK')	text/xml	date:Sat,%2025%20Jan%202025%2014:45:25%20GMT	https://napabuds.com/xmlrpc.php?rsd	/storage/emulated/0/HTTrack/Websites/canna3/napabuds.com/xmlrpc0db0.php	(from https://napabuds.com/)
22:45:29	2011/2011	---M-Z	200	added ('OK')	application/json	date:Sat,%2025%20Jan%202025%2014:45:28%20GMT	https://napabuds.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnapabuds.com%2F	/storage/emulated/0/HTTrack/Websites/canna3/napabuds.com/wp-json/oembed/1.0/embedf7de.json	(from https://napabuds.com/)
22:45:32	2173/2173	---M-Z	200	added ('OK')	text/xml	date:Sat,%2025%20Jan%202025%2014:45:32%20GMT	https://napabuds.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnapabuds.com%2F&format=xml	/storage/emulated/0/HTTrack/Websites/canna3/napabuds.com/wp-json/oembed/1.0/embed9d20	(from https://napabuds.com/)
22:45:34	934/934	---M--	200	added ('OK')	image/jpeg	etag:%223a6-65d0049a-82b3e8bbba5a56a7;;;%22	https://napabuds.com/wp-content/uploads/2024/02/cropped-theo-12-32x32.jpg	/storage/emulated/0/HTTrack/Websites/canna3/napabuds.com/wp-content/uploads/2024/02/cropped-theo-12-32x32.jpg	(from https://napabuds.com/)
22:45:35	3828/3828	---M--	200	added ('OK')	image/jpeg	etag:%22ef4-65d0049a-7cd79a517c69f0d3;;;%22	https://napabuds.com/wp-content/uploads/2024/02/cropped-theo-12-192x192.jpg	/storage/emulated/0/HTTrack/Websites/canna3/napabuds.com/wp-content/uploads/2024/02/cropped-theo-12-192x192.jpg	(from https://napabuds.com/)
22:45:37	3516/3516	---M--	200	added ('OK')	image/jpeg	etag:%22dbc-65d0049a-8ef0d9818baeaea0;;;%22	https://napabuds.com/wp-content/uploads/2024/02/cropped-theo-12-180x180.jpg	/storage/emulated/0/HTTrack/Websites/canna3/napabuds.com/wp-content/uploads/2024/02/cropped-theo-12-180x180.jpg	(from https://napabuds.com/)
22:45:39	2023/2023	---M--	200	added ('OK')	image/jpeg	etag:%227e7-6791bb77-b50526a3994368a;;;%22	https://napabuds.com/wp-content/uploads/2024/02/cropped-cropped-theo-12-80x38.jpg	/storage/emulated/0/HTTrack/Websites/canna3/napabuds.com/wp-content/uploads/2024/02/cropped-cropped-theo-12-80x38.jpg	(from https://napabuds.com/)
22:45:42	15797/15797	---M--	200	added ('OK')	image/jpeg	etag:%223db5-65cbff8b-7fdcf97d89622a6a;;;%22	https://napabuds.com/wp-content/uploads/2024/02/Apple-Fritter-Multi-Shot-300x300.jpg	/storage/emulated/0/HTTrack/Websites/canna3/napabuds.com/wp-content/uploads/2024/02/Apple-Fritter-Multi-Shot-300x300.jpg	(from https://napabuds.com/)
22:45:44	22891/22891	---M--	200	added ('OK')	image/jpeg	etag:%22596b-672429dc-de8ecce70ed38771;;;%22	https://napabuds.com/wp-content/uploads/2024/10/sample_weed_nug_1-1-300x300.jpg	/storage/emulated/0/HTTrack/Websites/canna3/napabuds.com/wp-content/uploads/2024/10/sample_weed_nug_1-1-300x300.jpg	(from https://napabuds.com/)
22:45:45	213782/213782	---MCZ	200	added ('OK')	text/html	date:Sat,%2025%20Jan%202025%2014:45:44%20GMT	https://napabuds.com/cart/	/storage/emulated/0/HTTrack/Websites/canna3/napabuds.com/cart/index.html	(from https://napabuds.com/)
22:45:45	0/0	---M--	302	error ('Found')	text/html	date:Sat,%2025%20Jan%202025%2014:45:45%20GMT	https://napabuds.com/checkout/	/storage/emulated/0/HTTrack/Websites/canna3/napabuds.com/checkout/index.html	(from https://napabuds.com/)
22:45:46	28334/28334	---M--	200	added ('OK')	image/webp	etag:%226eae-65bed81d-b1d71918782e8acf;;;%22	https://napabuds.com/wp-content/uploads/2024/02/Animal-Mints-300x300.webp	/storage/emulated/0/HTTrack/Websites/canna3/napabuds.com/wp-content/uploads/2024/02/Animal-Mints-300x300.webp	(from https://napabuds.com/)
22:45:47	224755/224755	---MCZ	200	added ('OK')	text/html	date:Sat,%2025%20Jan%202025%2014:45:46%20GMT	https://napabuds.com/shop/	/storage/emulated/0/HTTrack/Websites/canna3/napabuds.com/shop/index.html	(from https://napabuds.com/)
22:45:48	16468/16468	---M--	200	added ('OK')	image/webp	etag:%224054-65e7add6-41850ee8c2f3039d;;;%22	https://napabuds.com/wp-content/uploads/2024/03/Apple_MAC_Jar_Photo_50-300x300.webp	/storage/emulated/0/HTTrack/Websites/canna3/napabuds.com/wp-content/uploads/2024/03/Apple_MAC_Jar_Photo_50-300x300.webp	(from https://napabuds.com/)
22:45:50	168094/168094	---MCZ	200	added ('OK')	text/html	date:Sat,%2025%20Jan%202025%2014:45:49%20GMT	https://napabuds.com/contact/	/storage/emulated/0/HTTrack/Websites/canna3/napabuds.com/contact/index.html	(from https://napabuds.com/)
22:45:51	166387/166387	---MCZ	200	added ('OK')	text/html	date:Sat,%2025%20Jan%202025%2014:45:50%20GMT	https://napabuds.com/faq/	/storage/emulated/0/HTTrack/Websites/canna3/napabuds.com/faq/index.html	(from https://napabuds.com/)
22:45:52	19901/19901	---M--	200	added ('OK')	image/jpeg	etag:%224dbd-65c300c3-fac3479269e3834c;;;%22	https://napabuds.com/wp-content/uploads/2024/02/green-crack-delta-8-thc-flower-bud-300x300.jpg	/storage/emulated/0/HTTrack/Websites/canna3/napabuds.com/wp-content/uploads/2024/02/green-crack-delta-8-thc-flower-bud-300x300.jpg	(from https://napabuds.com/)
22:45:53	199567/199567	---MCZ	200	added ('OK')	text/html	date:Sat,%2025%20Jan%202025%2014:45:52%20GMT	https://napabuds.com/product/alien-fritter/	/storage/emulated/0/HTTrack/Websites/canna3/napabuds.com/product/alien-fritter/index.html	(from https://napabuds.com/)
22:45:54	13188/13188	---M--	200	added ('OK')	image/jpeg	etag:%223384-6705b9cc-7222ba32e45560b;;;%22	https://napabuds.com/wp-content/uploads/2024/10/limoncello-runtz-flower-thca-sativa_1-300x300.jpg	/storage/emulated/0/HTTrack/Websites/canna3/napabuds.com/wp-content/uploads/2024/10/limoncello-runtz-flower-thca-sativa_1-300x300.jpg	(from https://napabuds.com/)
22:45:55	194281/194281	---MCZ	200	added ('OK')	text/html	date:Sat,%2025%20Jan%202025%2014:45:53%20GMT	https://napabuds.com/product/alien-mintz/	/storage/emulated/0/HTTrack/Websites/canna3/napabuds.com/product/alien-mintz/index.html	(from https://napabuds.com/)
22:45:55	205083/205083	---MCZ	200	added ('OK')	text/html	date:Sat,%2025%20Jan%202025%2014:45:54%20GMT	https://napabuds.com/product/animal-mints/	/storage/emulated/0/HTTrack/Websites/canna3/napabuds.com/product/animal-mints/index.html	(from https://napabuds.com/)
22:45:56	16892/16892	---M--	200	added ('OK')	image/webp	etag:%2241fc-65c2fcc4-764f2a7bae285737;;;%22	https://napabuds.com/wp-content/uploads/2024/02/sour-diesel-strain-cannabis-flower-nug_1100x-300x300.webp	/storage/emulated/0/HTTrack/Websites/canna3/napabuds.com/wp-content/uploads/2024/02/sour-diesel-strain-cannabis-flower-nug_1100x-300x300.webp	(from https://napabuds.com/)
22:45:58	8798/8798	---M--	200	added ('OK')	image/jpeg	etag:%22225e-65cc0a57-577b5b695aa2724f;;;%22	https://napabuds.com/wp-content/uploads/2024/02/Strawberry-Cough-strain.jpg	/storage/emulated/0/HTTrack/Websites/canna3/napabuds.com/wp-content/uploads/2024/02/Strawberry-Cough-strain.jpg	(from https://napabuds.com/)
22:45:59	196739/196739	---MCZ	200	added ('OK')	text/html	date:Sat,%2025%20Jan%202025%2014:45:59%20GMT	https://napabuds.com/product/green-crack/	/storage/emulated/0/HTTrack/Websites/canna3/napabuds.com/product/green-crack/index.html	(from https://napabuds.com/)
22:46:00	199688/199688	---MCZ	200	added ('OK')	text/html	date:Sat,%2025%20Jan%202025%2014:45:59%20GMT	https://napabuds.com/product/apple-mac/	/storage/emulated/0/HTTrack/Websites/canna3/napabuds.com/product/apple-mac/index.html	(from https://napabuds.com/)
22:46:00	183277/183277	---MCZ	200	added ('OK')	text/html	date:Sat,%2025%20Jan%202025%2014:46:00%20GMT	https://napabuds.com/product/limoncello/	/storage/emulated/0/HTTrack/Websites/canna3/napabuds.com/product/limoncello/index.html	(from https://napabuds.com/)
22:46:02	19852/19852	---M--	200	added ('OK')	image/webp	etag:%224d8c-65c81b35-736431cbf800e573;;;%22	https://napabuds.com/wp-content/uploads/2024/02/818-Og-300x300.webp	/storage/emulated/0/HTTrack/Websites/canna3/napabuds.com/wp-content/uploads/2024/02/818-Og-300x300.webp	(from https://napabuds.com/)
22:46:03	246876/246876	---MCZ	200	added ('OK')	text/html	date:Sat,%2025%20Jan%202025%2014:46:02%20GMT	https://napabuds.com/?add-to-cart=1832	/storage/emulated/0/HTTrack/Websites/canna3/napabuds.com/indexb611.html	(from https://napabuds.com/)
22:46:05	26948/26948	---M--	200	added ('OK')	image/webp	etag:%226944-65c82203-5b00af8f8c62a2d4;;;%22	https://napabuds.com/wp-content/uploads/2024/02/Critical-Mass-300x300.webp	/storage/emulated/0/HTTrack/Websites/canna3/napabuds.com/wp-content/uploads/2024/02/Critical-Mass-300x300.webp	(from https://napabuds.com/)
22:46:06	193547/193547	---MCZ	200	added ('OK')	text/html	date:Sat,%2025%20Jan%202025%2014:46:05%20GMT	https://napabuds.com/product/strawberry-cough/	/storage/emulated/0/HTTrack/Websites/canna3/napabuds.com/product/strawberry-cough/index.html	(from https://napabuds.com/)
22:46:06	197513/197513	---MCZ	200	added ('OK')	text/html	date:Sat,%2025%20Jan%202025%2014:46:05%20GMT	https://napabuds.com/product/sour-diesel/	/storage/emulated/0/HTTrack/Websites/canna3/napabuds.com/product/sour-diesel/index.html	(from https://napabuds.com/)
22:46:07	195305/195305	---MCZ	200	added ('OK')	text/html	date:Sat,%2025%20Jan%202025%2014:46:06%20GMT	https://napabuds.com/product/818-og/	/storage/emulated/0/HTTrack/Websites/canna3/napabuds.com/product/818-og/index.html	(from https://napabuds.com/)
22:46:07	23742/23742	---M--	200	added ('OK')	image/jpeg	etag:%225cbe-6724293f-c8ef7214f0319238;;;%22	https://napabuds.com/wp-content/uploads/2024/10/biscotti-1-300x300.jpg	/storage/emulated/0/HTTrack/Websites/canna3/napabuds.com/wp-content/uploads/2024/10/biscotti-1-300x300.jpg	(from https://napabuds.com/)
22:46:09	22500/22500	---M--	200	added ('OK')	image/jpeg	etag:%2257e4-65e67e56-27df23c9458b8f90;;;%22	https://napabuds.com/wp-content/uploads/2024/03/Blackberry-Rhino-strain-helps-with-300x300.jpg	/storage/emulated/0/HTTrack/Websites/canna3/napabuds.com/wp-content/uploads/2024/03/Blackberry-Rhino-strain-helps-with-300x300.jpg	(from https://napabuds.com/)
22:46:10	195378/195378	---MCZ	200	added ('OK')	text/html	date:Sat,%2025%20Jan%202025%2014:46:10%20GMT	https://napabuds.com/product/aurora-indica/	/storage/emulated/0/HTTrack/Websites/canna3/napabuds.com/product/aurora-indica/index.html	(from https://napabuds.com/)
22:46:11	21646/21646	---M-Z	200	added ('OK')	application/javascript	etag:%22548e-65cc0b77-1b38451098df7c57;gz%22	https://napabuds.com/wp-content/themes/astra/assets/js/minified/frontend.min.js?ver=4.6.5	/storage/emulated/0/HTTrack/Websites/canna3/napabuds.com/wp-content/themes/astra/assets/js/minified/frontend.min1dc6.js	(from https://napabuds.com/)
22:46:12	197102/197102	---MCZ	200	added ('OK')	text/html	date:Sat,%2025%20Jan%202025%2014:46:10%20GMT	https://napabuds.com/product/biscotti-strain-2/	/storage/emulated/0/HTTrack/Websites/canna3/napabuds.com/product/biscotti-strain-2/index.html	(from https://napabuds.com/)
22:46:13	197595/197595	---MCZ	200	added ('OK')	text/html	date:Sat,%2025%20Jan%202025%2014:46:11%20GMT	https://napabuds.com/product/blackberry-rhino/	/storage/emulated/0/HTTrack/Websites/canna3/napabuds.com/product/blackberry-rhino/index.html	(from https://napabuds.com/)
22:46:15	3297/3297	---M-Z	200	added ('OK')	application/javascript	etag:%22ce1-65cc0b77-535c03af373ad52b;gz%22	https://napabuds.com/wp-content/themes/astra/assets/js/minified/mobile-cart.min.js?ver=4.6.5	/storage/emulated/0/HTTrack/Websites/canna3/napabuds.com/wp-content/themes/astra/assets/js/minified/mobile-cart.min1dc6.js	(from https://napabuds.com/)
22:46:17	195806/195806	---M-Z	200	added ('OK')	application/javascript	etag:%222fcde-6790fba9-e21b1f20075830f3;gz%22	https://napabuds.com/wp-content/plugins/chaty/js/cht-front-script.js?ver=3.3.41726954826	/storage/emulated/0/HTTrack/Websites/canna3/napabuds.com/wp-content/plugins/chaty/js/cht-front-script3298.js	(from https://napabuds.com/)
22:46:20	14500/14500	---M-Z	200	added ('OK')	application/javascript	etag:%2238a4-65ceb9fa-ac4cd9ff46196e6a;gz%22	https://napabuds.com/wp-content/plugins/woocommerce/assets/js/sourcebuster/sourcebuster.min.js?ver=8.6.0	/storage/emulated/0/HTTrack/Websites/canna3/napabuds.com/wp-content/plugins/woocommerce/assets/js/sourcebuster/sourcebuster.mindb31.js	(from https://napabuds.com/)
22:46:22	1509/1509	---M-Z	200	added ('OK')	application/javascript	etag:%225e5-65ceb9fa-69e5ddc492a13c70;gz%22	https://napabuds.com/wp-content/plugins/woocommerce/assets/js/frontend/order-attribution.min.js?ver=8.6.0	/storage/emulated/0/HTTrack/Websites/canna3/napabuds.com/wp-content/plugins/woocommerce/assets/js/frontend/order-attribution.mindb31.js	(from https://napabuds.com/)
22:46:23	457/457	---M-Z	200	added ('OK')	application/javascript	etag:%221c9-660ec42f-6424604240dfbc91;gz%22	https://napabuds.com/wp-includes/js/dist/dom-ready.min.js?ver=f77871ff7694fffea381	/storage/emulated/0/HTTrack/Websites/canna3/napabuds.com/wp-includes/js/dist/dom-ready.min5346.js	(from https://napabuds.com/)
22:46:29	6581/6581	---M-Z	200	added ('OK')	application/javascript	etag:%2219b5-65ccff9c-c7e8c1594d5ecd80;gz%22	https://napabuds.com/wp-content/plugins/astra-sites/inc/lib/onboarding/assets/dist/template-preview/main.js?ver=06758d4d807d9d22c6ea	/storage/emulated/0/HTTrack/Websites/canna3/napabuds.com/wp-content/plugins/astra-sites/inc/lib/onboarding/assets/dist/template-preview/maina11c.js	(from https://napabuds.com/)
22:46:32	143709/143709	---M-Z	200	added ('OK')	application/javascript	etag:%222315d-6791bb22-fdb720c1b1453bee;gz%22	https://napabuds.com/wp-content/plugins/elementor/assets/lib/swiper/v8/swiper.min.js?ver=8.4.5	/storage/emulated/0/HTTrack/Websites/canna3/napabuds.com/wp-content/plugins/elementor/assets/lib/swiper/v8/swiper.min94a4.js	(from https://napabuds.com/)
22:46:33	2939/2939	---M-Z	200	added ('OK')	application/javascript	etag:%22b7b-65ceb9fa-ab38cfeb9fa9fc8b;gz%22	https://napabuds.com/wp-content/plugins/woocommerce/assets/js/frontend/cart-fragments.min.js?ver=8.6.0	/storage/emulated/0/HTTrack/Websites/canna3/napabuds.com/wp-content/plugins/woocommerce/assets/js/frontend/cart-fragments.mindb31.js	(from https://napabuds.com/)
22:46:35	5350/5350	---M-Z	200	added ('OK')	application/javascript	etag:%2214e6-6791bb20-c3d675c9b8adc533;gz%22	https://napabuds.com/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.27.0	/storage/emulated/0/HTTrack/Websites/canna3/napabuds.com/wp-content/plugins/elementor/assets/js/webpack.runtime.minb175.js	(from https://napabuds.com/)
22:46:39	59749/59749	---M-Z	200	added ('OK')	application/javascript	etag:%22e965-6791bb1f-1b9446bc164d043a;gz%22	https://napabuds.com/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.27.0	/storage/emulated/0/HTTrack/Websites/canna3/napabuds.com/wp-content/plugins/elementor/assets/js/frontend-modules.minb175.js	(from https://napabuds.com/)
22:46:40	21464/21464	---M-Z	200	added ('OK')	application/javascript	etag:%2253d8-66973ac4-9ccf235eed12f190;gz%22	https://napabuds.com/wp-includes/js/jquery/ui/core.min.js?ver=1.13.3	/storage/emulated/0/HTTrack/Websites/canna3/napabuds.com/wp-includes/js/jquery/ui/core.minb37e.js	(from https://napabuds.com/)
22:46:42	44252/44252	---M-Z	200	added ('OK')	application/javascript	etag:%22acdc-6791bb1f-d34b7d54f3cb7e21;gz%22	https://napabuds.com/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.27.0	/storage/emulated/0/HTTrack/Websites/canna3/napabuds.com/wp-content/plugins/elementor/assets/js/frontend.minb175.js	(from https://napabuds.com/)
22:46:48	74181/74181	---M--	200	added ('OK')	image/png	etag:%22121c5-6790fba9-2f9db998675eb0ae;;;%22	https://napabuds.com/wp-content/plugins/chaty/images/whatsapp.png	/storage/emulated/0/HTTrack/Websites/canna3/napabuds.com/wp-content/plugins/chaty/images/whatsapp.png	(from https://napabuds.com/wp-content/plugins/chaty/css/chaty-front.min.css?ver=3.3.41726954826)
22:46:52	656/656	---M--	200	added ('OK')	image/png	etag:%22290-6790fba9-fcfb856434fd9aab;;;%22	https://napabuds.com/wp-content/plugins/chaty/images/header-top.png	/storage/emulated/0/HTTrack/Websites/canna3/napabuds.com/wp-content/plugins/chaty/images/header-top.png	(from https://napabuds.com/wp-content/plugins/chaty/css/chaty-front.min.css?ver=3.3.41726954826)
